,site_no,station_nm,dec_lat_va,dec_long_va,huc_cd,tz_cd,flow,flow_unit,flow_dt,stage,stage_unit,stage_dt,flow_chg,flow_chg_percent,stage_chg,stage_chg_percent,USGSstationID,location name,proximity,river/water-body name,nws shef id,location type,usgs id,latitude,longitude,wfo,rfc,state,county,wrr,timezone,inundation,elevation,action stage,flood stage,moderate flood stage,major flood stage,flood stage unit,coeid,hydrograph page,pedts,in service,hemisphere,low water threshold value / units,forecast status,display low water impacts,low flow display,give data attribution,attribution wording,fema wms,probabilistic site,weekly chance probabilistic enabled,short-term probabilistic enabled,chance of exceeding probabilistic enabled,nrldb vertical datum name,nrldb vertical datum,navd88 vertical datum,ngvd29 vertical datum,msl vertical datum,other vertical datum,site_no_shift,stage_chg_percent_shift,river/water-body name_shift
6968,50047535.0,"RIO DE BAYAMON AT ARENAS, PR",18.1672,-66.1216,21010005.0,AST,31.8,cfs,2022-08-14 18:30:00,3.19,ft,2022-08-14 18:30:00,-11.14,-29.09,-0.24,-7.21,50047535.0,Arenas,at,Rio Bayamon,cifp4,River Stage/Flow Location,50047535.0,18.167181,66.121555,sju,serfc,pr,41.0,Caribbean Region,AST,No,1378,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=sju&gage=cifp4,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,No,No,,,,NGVD29,1378.0,,1378,,,50047560.0,-0.32,Rio Bayamon
6969,50047560.0,"RIO DE BAYAMON BLW LAGO DE CIDRA DAM, PR",18.2008,-66.1388,21010005.0,AST,2.7,cfs,2022-08-14 18:55:00,6.15,ft,2022-08-14 18:55:00,-0.23,-7.69,-0.02,-0.32,50047560.0,Lago de Cidra Dam,below,Rio Bayamon,ciep4,River Stage/Flow Location,50047560.0,18.20079,66.138778,sju,serfc,pr,41.0,Caribbean Region,AST,No,1280,12.0,15.0,17.0,19.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=sju&gage=ciep4,hgirg,Yes,W,-9999 Feet,Data Point,No,No,No,US Geological Survey,No,No,,,,NGVD29,1280.0,,1280,,,50047850.0,0.75,Rio Bayamon
6970,50047850.0,"RIO DE BAYAMON NR BAYAMON, PR",18.3323,-66.1391,21010005.0,AST,6.68,cfs,2022-08-14 18:00:00,1.35,ft,2022-08-14 18:00:00,0.26,4.05,0.01,0.75,50047850.0,Bayamon,at,Rio Bayamon,bayp4,River Stage/Flow Location,50047850.0,18.332285,66.139089,sju,serfc,pr,21.0,Caribbean Region,AST,No,98,7.0,11.0,17.0,23.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=sju&gage=bayp4,hgirg,Yes,W,-9999 Feet,Data Point,No,No,No,US Geological Survey,No,No,,,,NGVD29,98.0,,98,,,50075500.0,-0.26,Rio Blanco
6996,50075500.0,"RIO BLANCO AT FLORIDA, PR",18.2388,-65.7846,21010005.0,AST,4.38,cfs,2022-08-14 18:45:00,3.81,ft,2022-08-14 18:45:00,-0.25,-5.4,-0.01,-0.26,50075500.0,Florida,at,Rio Blanco,ngkp4,River Stage/Flow Location,50075500.0,18.238845,65.784607,sju,serfc,pr,103.0,Caribbean Region,AST,No,92,6.0,8.0,11.0,16.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=sju&gage=ngkp4,hgirg,Yes,W,-9999 Feet,Data Point,No,No,No,US Geological Survey,No,No,,,,NGVD29,92.0,,92,,,50026025.0,33.33,Rio Caonillas
6950,50026025.0,"RIO CAONILLAS AT PASO PALMA, PR",18.2294,-66.6367,21010002.0,AST,183,cfs,2022-08-14 18:20:00,5.29,ft,2022-08-14 18:20:00,152.64,273.55,1.38,33.33,50026025.0,Paso Palma,at,Rio Caonillas,jaxp4,River Stage/Flow Location,50026025.0,18.229428,66.636707,sju,serfc,pr,73.0,Caribbean Region,AST,No,965,12.0,16.0,20.0,24.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=sju&gage=jaxp4,hgirg,Yes,W,-9999 Feet,Data Point,No,No,No,US Geological Survey,No,No,,,,NGVD29,965.0,,965,,,8286500.0,-0.16,Rio Chama
5522,8286500.0,"RIO CHAMA ABOVE ABIQUIU RESERVOIR, NM",36.3188,-106.6,13020102.0,MST,549,cfs,2022-08-14 16:00:00,6.44,ft,2022-08-14 16:00:00,-5.0,-0.9,-0.01,-0.16,8286500.0,Abiquiu,above,Rio Chama,rcan5,River Stage/Flow Location,8286500.0,36.318889,106.599444,abq,wgrfc,nm,39.0,Rio Grande Region,MST,No,6280 ft,10.2,11.0,12.0,13.5,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=abq&gage=rcan5,hgirg,Yes,W,0 Feet,High Water,Yes,No,Yes,US Geological Survey,Yes,No,,,,NGVD 1929,6280.0,,6280 ft,,,8286900.0,0.01,Rio Chama
5523,8286900.0,ABIQUIU RESERVOIR NEAR ABIQUIU N MEX,36.24,-106.429,13020102.0,MST,0,,0000-00-00 00:00:00,196.15,ft,2022-08-14 16:30:00,,,0.01,0.01,8286900.0,Abiquiu Dam,at,Rio Chama,abin5,River Stage/Flow Location,8286900.0,36.24,106.428889,abq,wgrfc,nm,39.0,Rio Grande Region,MST,No,,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=abq&gage=abin5,hpirg,Yes,W,-9999 Feet,No routine,No,No,No,US Geological Survey,No,No,,,,NAD83,,,,,,8290000.0,-0.27,Rio Chama
5526,8290000.0,"RIO CHAMA NEAR CHAMITA, NM",36.0736,-106.112,13020102.0,MST,86.9,cfs,2022-08-14 16:00:00,3.76,ft,2022-08-14 16:00:00,-2.9,-3.23,-0.01,-0.27,8290000.0,Chamita,near,Rio Chama,cmtn5,River Stage/Flow Location,8290000.0,36.073611,106.111667,abq,wgrfc,nm,39.0,Rio Grande Region,MST,No,5653.61 ft,6.5,8.0,10.0,11.5,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=abq&gage=cmtn5,hgirg,Yes,W,0 Feet,High Water,Yes,No,Yes,US Geological Survey,Yes,No,,,,NGVD29,5653.61,,5653.61 ft,,,50106100.0,10.27,Rio Coamo
7005,50106100.0,"RIO COAMO AT HWY 14 AT COAMO, PR",18.0815,-66.3544,21010004.0,AST,60.7,cfs,2022-08-14 18:00:00,3.65,ft,2022-08-14 18:00:00,29.9,97.08,0.34,10.27,50106100.0,HWY 14,at,Rio Coamo,coap4,River Stage/Flow Location,50106100.0,18.081523,66.354434,sju,serfc,pr,43.0,Caribbean Region,AST,No,328,8.0,10.0,12.0,14.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=sju&gage=coap4,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,No,No,,,,NGVD29,328.0,,328,,,50038300.0,-0.47,Rio Corozal
6960,50038300.0,"RIO COROZAL AT COROZAL, PR",18.3426,-66.3219,21010002.0,AST,4.22,cfs,2022-08-14 18:00:00,4.28,ft,2022-08-14 18:00:00,-0.41,-8.86,-0.02,-0.47,50038300.0,Corozal,at,Rio Corozal,corp4,River Stage/Flow Location,50038300.0,18.34259,66.321947,sju,serfc,pr,47.0,Caribbean Region,AST,No,295,8.0,10.0,18.0,20.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=sju&gage=corp4,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,No,No,,,,NGVD29,295.0,,295,,,50147800.0,-4.79,Rio Culebrinas
7020,50147800.0,"RIO CULEBRINAS AT HWY 404 NR MOCA, PR",18.3597,-67.0922,21010003.0,AST,217,cfs,2022-08-14 18:30:00,10.37,ft,2022-08-14 18:30:00,-135.27,-39.67,-0.52,-4.79,50147800.0,HWY 404 nr Moca,at,Rio Culebrinas,mocp4,River Stage/Flow Location,50147800.0,18.359743,67.092169,sju,serfc,pr,99.0,Caribbean Region,AST,No,45,17.0,25.5,27.0,29.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=sju&gage=mocp4,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,No,No,,,,NGVD29,45.0,,45,,,50043000.0,-0.1,Rio De La Plata
6962,50043000.0,"RIO DE LA PLATA AT PROYECTO LA PLATA, PR",18.158,-66.2285,21010005.0,AST,0,,0000-00-00 00:00:00,10.05,ft,2022-08-14 18:15:00,,,-0.01,-0.1,50043000.0,Proyecto La Plata,at,Rio De La Plata,aibp4,River Stage/Flow Location,50043000.0,18.158014,66.228501,sju,serfc,pr,9.0,Caribbean Region,AST,No,850,15.0,20.0,25.0,30.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=sju&gage=aibp4,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,No,No,,,,NGVD29,850.0,,850,,,50043800.0,-0.19,Rio De La Plata
6964,50043800.0,"RIO DE LA PLATA AT COMERIO, PR",18.2202,-66.2242,21010005.0,AST,11.7,cfs,2022-08-14 18:55:00,5.14,ft,2022-08-14 18:55:00,-0.14,-1.18,-0.01,-0.19,50043800.0,Comerio,at,Rio De La Plata,comp4,River Stage/Flow Location,50043800.0,18.22017,66.224232,sju,serfc,pr,45.0,Caribbean Region,AST,No,620,10.0,13.0,15.0,18.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=sju&gage=comp4,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,No,No,,,,NGVD29,620.0,,620,,,50045010.0,0.3,Rio De La Plata
6966,50045010.0,"RIO DE LA PLATA BLW LA PLATA DAMSITE, PR",18.344,-66.2384,21010005.0,AST,0.03,cfs,2022-08-14 18:15:00,6.78,ft,2022-08-14 18:15:00,0.02,100.0,0.02,0.3,50045010.0,La Plata Dam,below,Rio De La Plata,nasp4,River Stage/Flow Location,50045010.0,18.344012,66.238426,sju,serfc,pr,135.0,Caribbean Region,AST,No,80,12.0,16.0,24.0,32.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=sju&gage=nasp4,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,No,No,,,,NGVD29,80.0,,80,,,50046000.0,0.29,Rio De La Plata
6967,50046000.0,"RIO DE LA PLATA AT HWY 2 NR TOA ALTA, PR",18.4096,-66.2606,21010005.0,AST,47.6,cfs,2022-08-14 18:30:00,3.41,ft,2022-08-14 18:30:00,1.1,2.37,0.01,0.29,50046000.0,Toa Alta,near,Rio De La Plata,toap4,River Stage/Flow Location,50046000.0,18.409592,66.260571,sju,serfc,pr,51.0,Caribbean Region,AST,No,9.15,8.0,16.0,19.0,23.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=sju&gage=toap4,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,No,No,,,,NGVD29,9.15,,9.15,,,50070900.0,-0.23,Rio Fajardo
6993,50070900.0,"RIO FAJARDO AT PARAISO NR FAJARDO, PR",18.2808,-65.7007,21010005.0,AST,2.58,cfs,2022-08-14 18:15:00,4.25,ft,2022-08-14 18:15:00,-0.13,-4.8,-0.01,-0.23,50070900.0,Paraiso,at,Rio Fajardo,faep4,River Stage/Flow Location,50070900.0,18.280825,65.700673,sju,serfc,pr,53.0,Caribbean Region,AST,No,213,8.0,11.0,12.0,13.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=sju&gage=faep4,hgirg,Yes,W,-9999 Feet,Data Point,No,No,No,US Geological Survey,No,No,,,,NGVD29,213.0,,213,,,50071000.0,-0.35,Rio Fajardo
6994,50071000.0,"RIO FAJARDO NR FAJARDO, PR",18.297,-65.6934,21010005.0,AST,5.5,cfs,2022-08-14 18:45:00,2.86,ft,2022-08-14 18:45:00,-0.29,-5.01,-0.01,-0.35,50071000.0,Fajardo,near,Rio Fajardo,fajp4,River Stage/Flow Location,50071000.0,18.29696,65.693434,sju,serfc,pr,53.0,Caribbean Region,AST,No,136,8.0,12.0,15.0,19.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=sju&gage=fajp4,hgirg,Yes,W,-9999 Feet,Data Point,No,No,No,US Geological Survey,No,No,,,,NGVD29,136.0,,136,,,8263500.0,-0.68,Rio Grande
5516,8263500.0,"RIO GRANDE NEAR CERRO, NM",36.74,-105.683,13020101.0,MST,258,cfs,2022-08-14 16:15:00,2.91,ft,2022-08-14 16:15:00,-3.0,-1.15,-0.02,-0.68,8263500.0,Cerro,near,Rio Grande,cern5,River Stage/Flow Location,8263500.0,36.74,105.683889,abq,wgrfc,nm,55.0,Rio Grande Region,MST,No,7110 ft,15.0,16.0,17.5,20.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=abq&gage=cern5,hgirg,Yes,W,-9999 Feet,High Water,Yes,No,Yes,US Geological Survey,Yes,No,,,,NGVD 1929,7110.0,,7110 ft,,,8313000.0,-0.58,Rio Grande
5527,8313000.0,"RIO GRANDE AT OTOWI BRIDGE, NM",35.8745,-106.142,13020101.0,MST,679,cfs,2022-08-14 16:00:00,3.41,ft,2022-08-14 16:00:00,-11.0,-1.59,-0.02,-0.58,8313000.0,Otowi,at,Rio Grande,otwn5,River Stage/Flow Location,8313000.0,35.874444,106.1425,abq,wgrfc,nm,49.0,Rio Grande Region,MST,No,5488.48 ft,8.0,9.0,13.0,17.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=abq&gage=otwn5,hgirg,Yes,W,-9999 Feet,High Water,Yes,No,Yes,US Geological Survey,Yes,No,,,,NGVD29,5488.48,,5488.48 ft,,,8319000.0,-0.36,Rio Grande
5531,8319000.0,"RIO GRANDE AT SAN FELIPE, NM",35.4446,-106.44,13020201.0,MST,905,cfs,2022-08-14 16:45:00,5.61,ft,2022-08-14 16:45:00,-33.0,-3.52,-0.02,-0.36,8319000.0,San Felipe Pueblo,above,Rio Grande,sfpn5,River Stage/Flow Location,8319000.0,35.444722,106.439722,abq,wgrfc,nm,0.0,Rio Grande Region,MST,No,5115.73 ft,8.0,8.5,9.5,11.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=abq&gage=sfpn5,hgirg,Yes,W,-9999 Feet,High Water,Yes,No,Yes,US Geological Survey,Yes,No,,,,NGVD 1929,5115.73,,5115.73 ft,,,8358400.0,-0.14,Rio Grande
5540,8358400.0,"RIO GRANDE FLOODWAY AT SAN MARCIAL, NM",33.6791,-106.997,13020211.0,MST,662,cfs,2022-08-14 16:30:00,14.44,ft,2022-08-14 16:30:00,-10.0,-1.49,-0.02,-0.14,8358400.0,San Marcial,near,Rio Grande,smfn5,River Stage/Flow Location,8358400.0,33.679167,106.996944,abq,wgrfc,nm,53.0,Rio Grande Region,MST,No,4455.19 ft,24.5,24.5,26.0,27.5,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=abq&gage=smfn5,hgirg,Yes,W,-9999 Feet,High Water,Yes,No,Yes,US Geological Survey,Yes,No,,,,NGVD 1929,4455.19,,4455.19 ft,,,8359500.0,0.15,Rio Grande
5541,8359500.0,"RIO GRANDE AT NARROWS IN ELEPHANT BUTTE RES., NM",33.3862,-107.163,13020211.0,MST,508,cfs,2022-08-14 16:15:00,6.64,ft,2022-08-14 16:15:00,5.0,0.99,0.01,0.15,8359500.0,The Narrows in Elephant Butte Lake,at,Rio Grande,ebnn5,River Stage/Flow Location,8359500.0,33.383616,107.162746,epz,wgrfc,nm,51.0,Rio Grande Region,MST,No,4363.63,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=epz&gage=ebnn5,hgirg,Yes,W,3 Feet,Data Point,No,No,Yes,U.S. Geological Survey,No,No,,,,NGVD29,,,4363.63,,,8361000.0,-0.31,Rio Grande
5542,8361000.0,"RIO GRANDE BELOW ELEPHANT BUTTE DAM, NM",33.1485,-107.207,13030101.0,MST,933,cfs,2022-08-14 16:00:00,6.48,ft,2022-08-14 16:00:00,-10.0,-1.06,-0.02,-0.31,8361000.0,Elephant Butte Dam,below,Rio Grande,edbn5,River Stage/Flow Location,8361000.0,33.14853,107.20694,epz,wgrfc,nm,51.0,Rio Grande Region,MST,No,4241.09,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=epz&gage=edbn5,hgirz,Yes,W,0.78 Feet,Data Point,No,No,Yes,US Geological Survey,No,No,,,,NGVD29,4241.09,,4241.09,,,8364000.0,1.57,Rio Grande
5543,8364000.0,"RIO GRANDE AT EL PASO, TX",31.8029,-106.541,13030102.0,MST,688,cfs,2022-08-14 16:00:00,3.88,ft,2022-08-14 16:00:00,29.0,4.4,0.06,1.57,8364000.0,El Paso (Courchesne Bridge),at,Rio Grande,eprt2,River Stage/Flow Location,8364000.0,31.80319,106.54131,epz,wgrfc,tx,141.0,Rio Grande Region,MST,No,,7.5,8.5,9.5,11.5,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=epz&gage=eprt2,hgirg,Yes,W,2.05 Feet,Year-round,Yes,No,Yes,IBWC-US Section,No,No,,,,NGVD 1929,3722.3,,,,,8374550.0,-0.45,Rio Grande
5545,8374550.0,"Rio Grande nr Castolon, TX",29.138,-103.525,13040205.0,CST,8.45,cfs,2022-08-14 17:15:00,2.19,ft,2022-08-14 17:15:00,-0.33,-3.76,-0.01,-0.45,8374550.0,Castolon,at,Rio Grande,cstt2,River Stage/Flow Location,8374550.0,29.137778,103.524444,maf,wgrfc,tx,43.0,Rio Grande Region,CST,No,3000 ft,13.0,15.0,19.0,24.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=maf&gage=cstt2,hgirg,Yes,W,-9999 Feet,High Water,No,No,Yes,US Geological Survey,Yes,No,,,,NGVD29,3000.0,,3000 ft,,,8375300.0,-0.45,Rio Grande
5546,8375300.0,"Rio Grande at Rio Grande Village, Big Bnd NP, TX",29.1835,-102.975,13040205.0,CST,69.7,cfs,2022-08-14 17:00:00,2.2,ft,2022-08-14 17:00:00,-1.9,-2.65,-0.01,-0.45,8375300.0,Boquillas Crossing,at,Rio Grande,boqt2,Stage/Flow and Precipitation Location,8375300.0,29.183333,102.975,maf,wgrfc,tx,43.0,Rio Grande Region,CST,No,,10.0,13.0,15.0,20.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=maf&gage=boqt2,hgirg,Yes,W,-9999 Feet,High Water,No,No,Yes,United States Geological Survey,Yes,No,,,,NGVD29,1800.0,,1800 ft,,,8458800.0,0.85,Rio Grande
5590,8458800.0,"Rio Grande at Palafox nr Laredo, TX",27.7989,-99.8781,13080002.0,CST,1200,cfs,2022-08-14 17:15:00,7.09,ft,2022-08-14 17:15:00,50.0,4.35,0.06,0.85,8458800.0,Columbia Bridge,at,Rio Grande,cbbt2,River Stage/Flow Location,8458800.0,27.798611,99.877778,crp,wgrfc,tx,479.0,Rio Grande Region,CST,No,436.02 ft,10.0,18.0,24.0,30.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=crp&gage=cbbt2,hgirg,Yes,W,,High Water,No,No,No,US Geological Survey,No,No,,,,NGVD29,436.02,,436.02 ft,,,8459000.0,1.09,Rio Grande
5593,8459000.0,"Rio Grande at Laredo, TX",27.5018,-99.503,13080002.0,CST,981,cfs,2022-08-14 17:00:00,1.86,ft,2022-08-14 17:00:00,30.0,3.15,0.02,1.09,8459000.0,Laredo,at,Rio Grande,ldot2,River Stage/Flow Location,8459000.0,27.501833,99.502967,crp,wgrfc,tx,479.0,Rio Grande Region,CST,Yes,351.44 ft,7.0,8.0,13.0,30.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=crp&gage=ldot2,hgirg,Yes,W,,Year-round,No,No,No,US Geological Survey,No,No,,,,NAVD88,393.0,393,351.44 ft,,,50144000.0,-11.28,Rio Grande De Anasco
7019,50144000.0,"RIO GRANDE DE ANASCO NR SAN SEBASTIAN, PR",18.2822,-67.0506,21010003.0,AST,1290,cfs,2022-08-14 18:50:00,4.17,ft,2022-08-14 18:50:00,-350.0,-21.34,-0.53,-11.28,50144000.0,San Sebastian,near,Rio Grande De Anasco,sebp4,River Stage/Flow Location,50144000.0,18.282174,67.050584,sju,serfc,pr,11.0,Caribbean Region,AST,No,164,7.0,11.0,14.0,19.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=sju&gage=sebp4,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,No,No,,,,NGVD29,164.0,,164,,,50024950.0,-0.49,Rio Grande De Arecibo
6948,50024950.0,"RIO GRANDE DE ARECIBO BLW UTUADO, PR",18.3001,-66.7037,21010002.0,AST,81.3,cfs,2022-08-14 18:45:00,4.06,ft,2022-08-14 18:45:00,-1.7,-2.05,-0.02,-0.49,50024950.0,Utuado,below,Rio Grande De Arecibo,utxp4,River Stage/Flow Location,50024950.0,18.3001,66.703716,sju,serfc,pr,141.0,Caribbean Region,AST,No,295,10.0,14.0,16.0,18.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=sju&gage=utxp4,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,No,No,,,,NGVD29,295.0,,295,,,50059210.0,-0.26,Rio Grande De Loiza
6987,50059210.0,"QUEBRADA GRANDE AT BO. DOS BOCAS, PR",18.3484,-65.9901,21010005.0,AST,4.01,cfs,2022-08-14 18:45:00,3.78,ft,2022-08-14 18:45:00,-0.18,-4.3,-0.01,-0.26,50059210.0,Quebrada Grande,at,Rio Grande De Loiza,trjp4,River Stage/Flow Location,50059210.0,18.34845,65.990071,sju,serfc,pr,139.0,Caribbean Region,AST,No,66,7.0,11.0,14.0,17.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=sju&gage=trjp4,hgirg,Yes,W,-9999 Feet,Data Point,No,No,No,US Geological Survey,No,No,,,,NGVD29,66.0,,66,,,50037000.0,-0.12,Rio Grande De Manati
6959,50037000.0,"RIO GRANDE DE MANATI NR MANATI, PR",18.3974,-66.4966,21010002.0,AST,49.7,cfs,2022-08-14 18:45:00,8.38,ft,2022-08-14 18:45:00,-1.0,-1.97,-0.01,-0.12,50037000.0,Manati,near,Rio Grande De Manati,rgmp4,River Stage/Flow Location,50037000.0,18.397448,66.49656,sju,serfc,pr,91.0,Caribbean Region,AST,No,,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=sju&gage=rgmp4,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,No,No,,,,NGVD29,,,,,,50010500.0,-0.25,Rio Guajataca
6944,50010500.0,"RIO GUAJATACA AT LARES, PR",18.2972,-66.8735,21010002.0,AST,3.97,cfs,2022-08-14 18:15:00,7.92,ft,2022-08-14 18:15:00,-0.56,-12.36,-0.02,-0.25,50010500.0,Lares,at,Rio Guajataca,larp4,River Stage/Flow Location,50010500.0,18.297211,66.873485,sju,serfc,pr,81.0,Caribbean Region,AST,No,943,14.0,16.0,18.0,20.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=sju&gage=larp4,hgirg,Yes,W,-9999 Feet,Data Point,No,No,No,US Geological Survey,No,No,,,,NGVD29,943.0,,943,,,50138000.0,0.35,Rio Guanajibo
7018,50138000.0,"RIO GUANAJIBO NR HORMIGUEROS, PR",18.1407,-67.1484,21010003.0,AST,13.9,cfs,2022-08-14 18:40:00,8.69,ft,2022-08-14 18:40:00,0.27,1.97,0.03,0.35,50138000.0,Hormigueros,near,Rio Guanajibo,horp4,River Stage/Flow Location,50138000.0,18.140694,67.148374,sju,serfc,pr,67.0,Caribbean Region,AST,No,13,16.0,20.0,22.0,26.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=sju&gage=horp4,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,No,No,,,,NGVD29,13.0,,13,,,50085100.0,0.23,Rio Guayanes
6999,50085100.0,"RIO GUAYANES AT CENTRAL ROIG, PR",18.0644,-65.8738,21010005.0,AST,33.2,cfs,2022-08-14 18:30:00,13.11,ft,2022-08-14 18:30:00,1.0,3.11,0.03,0.23,50085100.0,Central Roig,at,Rio Guayanes,gcrp4,River Stage/Flow Location,50085100.0,18.064408,65.873737,sju,serfc,pr,151.0,Caribbean Region,AST,No,33,22.0,26.0,27.0,28.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=sju&gage=gcrp4,hgirg,Yes,W,-9999 Feet,Data Point,No,No,No,US Geological Survey,No,No,,,,NGVD29,33.0,,33,,,50124200.0,-0.55,Rio Guayanilla
7014,50124200.0,"RIO GUAYANILLA NEAR GUAYANILLA, PR",18.0423,-66.7978,21010004.0,AST,2.28,cfs,2022-08-14 18:25:00,5.39,ft,2022-08-14 18:25:00,-0.67,-22.71,-0.03,-0.55,50124200.0,Guayanilla,near,Rio Guayanilla,gyap4,River Stage/Flow Location,50124200.0,18.042258,66.797784,sju,serfc,pr,111.0,Caribbean Region,AST,No,80,9.0,12.0,16.0,20.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=sju&gage=gyap4,hgirg,Yes,W,-9999 Feet,Data Point,No,No,No,US Geological Survey,No,No,,,,NGVD29,80.0,,80,,,8390500.0,0.31,Rio Hondo
5554,8390500.0,"RIO HONDO AT DIAMOND A RANCH NR ROSWELL, NM",33.3492,-104.852,13060008.0,MST,65.4,cfs,2022-08-14 16:15:00,6.48,ft,2022-08-14 16:15:00,1.3,2.03,0.02,0.31,8390500.0,Roswell,above,Rio Hondo,darn5,River Stage/Flow Location,8390500.0,33.349167,104.851667,abq,wgrfc,nm,5.0,Rio Grande Region,MST,No,4190 ft,25.0,26.0,27.0,28.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=abq&gage=darn5,hgirg,Yes,W,-9999 Feet,High Water,Yes,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NGVD 1929,4190.0,,4190 ft,,,50075000.0,0.9,Rio Icacos
6995,50075000.0,"RIO ICACOS NR NAGUABO, PR",18.2752,-65.7854,21010005.0,AST,6.44,cfs,2022-08-14 18:30:00,1.12,ft,2022-08-14 18:30:00,0.5,8.42,0.01,0.9,50075000.0,Naguabo,near,Rio Icacos,ngip4,River Stage/Flow Location,50075000.0,18.275233,65.785441,sju,serfc,pr,103.0,Caribbean Region,AST,No,2020,4.0,7.0,8.0,9.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=sju&gage=ngip4,hgirg,Yes,W,-9999 Feet,Data Point,No,No,No,US Geological Survey,No,No,,,,NGVD29,2020.0,,2020,,,50112500.0,0.71,Rio Inabon
7009,50112500.0,"RIO INABON AT REAL ABAJO, PR",18.0845,-66.5627,21010004.0,AST,0.96,cfs,2022-08-14 18:45:00,1.42,ft,2022-08-14 18:45:00,0.1,11.36,0.01,0.71,50112500.0,Real Abajo,at,Rio Inabon,ianp4,River Stage/Flow Location,50112500.0,18.084495,66.562692,sju,serfc,pr,113.0,Caribbean Region,AST,No,423,5.0,10.0,16.0,21.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=sju&gage=ianp4,hgirg,Yes,W,-9999 Feet,Data Point,No,No,No,US Geological Survey,No,No,,,,NGVD29,423.0,,423,,,50110650.0,-0.48,Rio Jacaguas
