,site_no,station_nm,dec_lat_va,dec_long_va,huc_cd,tz_cd,flow,flow_unit,flow_dt,stage,stage_unit,stage_dt,flow_chg,flow_chg_percent,stage_chg,stage_chg_percent,USGSstationID,location name,proximity,river/water-body name,nws shef id,location type,usgs id,latitude,longitude,wfo,rfc,state,county,wrr,timezone,inundation,elevation,action stage,flood stage,moderate flood stage,major flood stage,flood stage unit,coeid,hydrograph page,pedts,in service,hemisphere,low water threshold value / units,forecast status,display low water impacts,low flow display,give data attribution,attribution wording,fema wms,probabilistic site,weekly chance probabilistic enabled,short-term probabilistic enabled,chance of exceeding probabilistic enabled,nrldb vertical datum name,nrldb vertical datum,navd88 vertical datum,ngvd29 vertical datum,msl vertical datum,other vertical datum,site_no_shift,stage_chg_percent_shift,river/water-body name_shift,jam_status
5402,8168500.0,"Guadalupe Rv abv Comal Rv at New Braunfels, TX",29.7149,-98.11,12100202.0,CST,93.4,cfs,2022-08-14 17:45:00,1.85,ft,2022-08-14 17:45:00,1.6,1.74,0.01,0.54,8168500.0,Comal River at New Braunfels,above,Guadalupe River,nbrt2,River Stage/Flow Location,8168500.0,29.714722,98.109722,ewx,wgrfc,tx,,Texas-Gulf Region,CST,No,586.65 ft,6.0,7.0,10.0,14.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=ewx&gage=nbrt2,hgirg,Yes,W,-9999 Feet,Year-round,No,No,Yes,US Geological Survey,Yes,Yes,Yes,No,Yes,NGVD 1929,586.65,,586.65 ft,,,8169740.0,-14.04,Guadalupe River,jam
5421,8173900.0,"Guadalupe Rv at Gonzales, TX",29.4844,-97.4503,12100202.0,CST,120,cfs,2022-08-14 17:45:00,10.82,ft,2022-08-14 17:45:00,3.0,2.56,0.01,0.09,8173900.0,Gonzales,at,Guadalupe River,gnlt2,River Stage/Flow Location,8173900.0,29.484167,97.45,ewx,wgrfc,tx,,Texas-Gulf Region,CST,No,231.8 ft,17.0,31.0,37.0,43.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=ewx&gage=gnlt2,hgirg,Yes,W,-9999 Feet,Year-round,No,No,Yes,US Geological Survey,Yes,Yes,Yes,No,Yes,NGVD 1929,231.8,,231.8 ft,,,8174700.0,-1.31,Guadalupe River,jam
1399,2299230.0,MYAKKA RIVER AT NORTH PORT CHARLOTTE FL,27.0452,-82.2931,3100102.0,EST,0,,0000-00-00 00:00:00,1.22,ft,2022-08-14 18:00:00,,,0.22,22.0,2299230.0,North Port Charlotte (In MHHW),at,Gulf of Mexico Tide Gauge,mrnf1,River Stage/Flow Location,2299230.0,27.044722,82.293056,tbw,serfc,fl,115.0,South Atlantic-Gulf Region,EST,No,,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=tbw&gage=mrnf1,hgirg,Yes,W,-4 Feet,No routine,No,No,No,US Geological Survey,No,No,,,,NAVD88,,-0.09,,,-0.58,2327031.0,-16.41,Gulf of Mexico Tide Gauge,jam
4510,7029270.0,"HATCHIE RIVER NR WALNUT, MS",34.9418,-88.7876,8010207.0,CST,99.1,cfs,2022-08-14 17:15:00,8.73,ft,2022-08-14 17:15:00,0.8,0.81,0.01,0.11,7029270.0,Walnut,other,Hatchie River,wlnm6,River Stage/Flow Location,7029270.0,34.941667,88.7875,meg,lmrfc,ms,3.0,Lower Mississippi Region,CST,No,372.79,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=meg&gage=wlnm6,hgirg,Yes,W,-9999 Feet,No routine,No,No,No,US Geological Survey,Yes,No,,,,NGVD29,372.79,,372.79,,,7029500.0,-1.02,Hatchie River,jam
981,2096960.0,"HAW RIVER NEAR BYNUM, NC",35.7653,-79.1358,3030002.0,EST,115,cfs,2022-08-14 18:45:00,2.92,ft,2022-08-14 18:45:00,3.0,2.68,0.01,0.34,2096960.0,Bynum,near,Haw River,bynn7,River Stage/Flow Location,2096960.0,35.76528,79.13583,rah,serfc,nc,37.0,South Atlantic-Gulf Region,EST,Yes,283.31 ft,10.0,11.0,15.0,17.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=rah&gage=bynn7,hgirg,Yes,W,0 Feet,Year-round,No,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NAVD88,282.51,,283.31 ft,,,2098206.0,-0.45,Haw River,jam
5663,9229500.0,"HENRYS FORK NEAR MANILA, UT",41.0045,-109.668,14040106.0,MST,Rat,cfs,2022-08-14 16:15:00,6.76,ft,2022-08-14 16:15:00,,,0.04,0.6,9229500.0,Manila,at,Henrys Fork,hfmw4,Stage/Flow and Precipitation Location,9229500.0,41.0109,109.67369,riw,cbrfc,wy,37.0,Upper Colorado Region,MST,No,,6.5,7.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=riw&gage=hfmw4,hgirg,No,W,-9999 Feet,Year-round,No,No,Yes,US Geological Survey,No,Yes,Yes,No,Yes,NGVD 1929,6060.0,,6060.0 ft,,,13046000.0,-0.26,Henrys Fork,jam
172,1315500.0,HUDSON RIVER AT NORTH CREEK NY,43.7008,-73.9833,2020001.0,EST,1060,cfs,2022-08-14 17:15:00,3.63,ft,2022-08-14 17:15:00,793.0,297.0,1.14,45.78,1315500.0,North Creek,at,Hudson River,nckn6,River Stage/Flow Location,1315500.0,43.700833,73.983333,aly,nerfc,ny,0.0,Mid Atlantic Region,EST,No,987.51 ft,8.0,10.0,11.0,13.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=aly&gage=nckn6,hgirg,Yes,W,-9999 Feet,Year-round,No,No,Yes,US Geological Survey,No,Yes,Yes,Yes,Yes,NGVD 1929,987.51,,987.51 ft,,,1318500.0,-2.08,Hudson River,jam
205,1359139.0,HUDSON RIVER AT ALBANY NY,42.6479,-73.7475,2020006.0,EST,0,,0000-00-00 00:00:00,4.57,ft,2022-08-14 17:30:00,,,0.76,19.95,1359139.0,Albany,at,Hudson River,albn6,River Stage/Flow Location,1359139.0,42.646111,73.7475,aly,nerfc,ny,0.0,Mid Atlantic Region,EST,No,0 ft,9.0,11.0,13.0,15.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=aly&gage=albn6,hgirg,Yes,W,-9999 Feet,Year-round,No,No,Yes,US Geological Survey,No,No,,,,NGVD 1929,0.0,,0 ft,,,1372043.0,-36.07,Hudson River,jam
5917,10321000.0,"HUMBOLDT RV NR CARLIN, NV",40.7277,-116.009,16040101.0,PST,4.08,cfs,2022-08-14 15:45:00,0.41,ft,2022-08-14 15:45:00,0.27,7.09,0.01,2.5,10321000.0,Carlin,near,Humboldt River,hrcn2,River Stage/Flow Location,10321000.0,40.727778,116.008333,lkn,cnrfc,nv,0.0,Great Basin Region,PST,No,,6.0,7.0,8.0,8.5,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=lkn&gage=hrcn2,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,Yes,No,,,,NAVD88,4935.6,4935.6 ft,,,,10322500.0,-1.54,Humboldt River,jam
5923,10325000.0,"HUMBOLDT RV AT BATTLE MOUNTAIN, NV",40.6677,-116.931,16040105.0,PST,1.1,cfs,2022-08-14 15:15:00,2.49,ft,2022-08-14 15:15:00,0.09,8.91,0.01,0.4,10325000.0,Battle Mountain,at,Humboldt River,hbmn2,River Stage/Flow Location,10325000.0,40.667778,116.930278,lkn,cnrfc,nv,15.0,Great Basin Region,PST,No,,8.5,9.5,10.5,11.5,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=lkn&gage=hbmn2,hgirg,Yes,W,-9999 Feet,Year-round,No,No,Yes,US Geological Survey,Yes,Yes,Yes,No,Yes,NAVD88,4492.9,4492.9 ft,,,,10333000.0,-1.23,Humboldt River,jam
3673,5543010.0,"ILLINOIS RIVER AT SENECA, IL",41.2997,-88.6142,7120005.0,CST,0,,0000-00-00 00:00:00,20.81,ft,2022-08-14 16:45:00,,,0.01,0.05,5543010.0,Seneca,at,Illinois River,snai2,River Stage/Flow Location,5543010.0,41.299722,88.614167,lot,ncrfc,il,99.0,Upper Mississippi Region,CST,No,,26.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=lot&gage=snai2,hgirg,Yes,W,18.6 Feet,No routine,Yes,No,Yes,US Geological Survey,No,No,,,,NAVD88,462.44,462.44,,,,5543500.0,-0.88,Illinois River,jam
3711,5568615.0,"ILLINOIS RIVER AT COPPERAS CREEK, IL",40.4762,-89.8884,7130003.0,CST,0,,0000-00-00 00:00:00,3.04,ft,2022-08-14 16:00:00,,,0.03,1.0,5568615.0,Copperas Creek,at,Illinois River,copi2,River Stage/Flow Location,5568615.0,40.476151,89.888446,ilx,ncrfc,il,57.0,Upper Mississippi Region,CST,No,428.00 ft,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=ilx&gage=copi2,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey & USACE,Yes,No,,,,NGVD29,428.0,,428.00 ft,,,5585500.0,-1.54,Illinois River,jam
4717,7195500.0,"Illinois River near Watts, OK",36.1301,-94.5722,11110103.0,CST,247,cfs,2022-08-14 17:30:00,2.86,ft,2022-08-14 17:30:00,3.0,1.23,0.01,0.35,7195500.0,Watts,near,Illinois River (AR OK),wtto2,River Stage/Flow Location,7195500.0,36.13,94.571944,tsa,abrfc,ok,,Arkansas-White-Red Region,CST,No,893.78 ft,13.0,13.0,17.0,23.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=tsa&gage=wtto2,hgirg,Yes,W,-9999 Feet,Year-round,No,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,1929 NGVD,893.78,,893.78 ft,,,7196500.0,-0.2,Illinois River (AR OK),jam
446,1484540.0,"INDIAN RIVER AT ROSEDALE BEACH, DE",38.5915,-75.2116,2040303.0,EST,0,,0000-00-00 00:00:00,-0.65,ft,2022-08-14 18:36:00,,,-0.29,80.56,1484540.0,Rosedale Beach (IN MLLW),at,Indian River,irrd1,River Stage/Flow Location,1484540.0,38.591667,75.211667,phi,marfc,de,5.0,Mid Atlantic Region,EST,No,,0.0,4.5,5.5,6.5,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=phi&gage=irrd1,hgirg,Yes,W,-2 Feet,No routine,No,No,Yes,US Geological Survey,No,No,,,,,0.0,-1.5,,,-0.94,1484683.0,-36.92,Indian River,jam
3473,5453100.0,"Iowa River at Marengo, IA",41.8127,-92.0648,7080208.0,CST,413,cfs,2022-08-14 17:00:00,6.08,ft,2022-08-14 17:00:00,4.0,0.98,0.01,0.16,5453100.0,Marengo,at,Iowa River,mroi4,River Stage/Flow Location,5453100.0,41.812726,92.064792,dvn,ncrfc,ia,95.0,Upper Mississippi Region,CST,No,720.52 ft,13.0,15.0,17.0,19.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=dvn&gage=mroi4,hgirg,Yes,W,-9999 Feet,High Water,No,No,Yes,U.S. Geological Survey,Yes,Yes,Yes,Yes,Yes,NGVD29,720.45,720.45 ft,720.52 ft,,,5465100.0,-0.09,Iowa River,jam
3598,5525000.0,"IROQUOIS RIVER AT IROQUOIS, IL",40.8231,-87.5817,7120002.0,CST,130,cfs,2022-08-14 16:00:00,4.78,ft,2022-08-14 16:00:00,2.0,1.56,0.02,0.42,5525000.0,Iroquois,at,Iroquois River,irqi2,River Stage/Flow Location,5525000.0,40.822778,87.581389,lot,ncrfc,il,75.0,Upper Mississippi Region,CST,No,614.34,17.0,18.0,24.0,25.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=lot&gage=irqi2,hgirg,Yes,W,3 Feet,High Water,Yes,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,No,NAVD88,614.1,614.1,614.34,,,5526000.0,-0.36,Iroquois River,jam
4064,6476000.0,"JAMES R AT HURON,SD",44.3636,-98.1993,10160006.0,CST,2240,cfs,2022-08-14 17:00:00,11.11,ft,2022-08-14 17:00:00,60.0,2.75,0.04,0.36,6476000.0,Huron,at,James River,hurs2,River Stage/Flow Location,6476000.0,44.363611,98.198889,fsd,mbrfc,sd,5.0,Missouri Region,CST,No,,10.0,11.0,13.0,15.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=fsd&gage=hurs2,hgirp,Yes,W,-9999 Feet,High Water,No,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NAVD88,1224.32,1224.32,,,,6478500.0,-0.34,James River,jam
841,2025500.0,"JAMES RIVER AT HOLCOMB ROCK, VA",37.5013,-79.2625,2080203.0,EST,1000,cfs,2022-08-14 18:45:00,4.42,ft,2022-08-14 18:45:00,13.0,1.32,0.01,0.23,2025500.0,Holcomb Rock,at,James River (VA),hrkv2,River Stage/Flow Location,2025500.0,37.501111,79.262778,rnk,marfc,va,19.0,Mid Atlantic Region,EST,No,548.53 ft,18.0,22.0,24.0,28.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=rnk&gage=hrkv2,hgirg,Yes,W,0 Feet,Year-round,No,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NAVD88,547.83,547.83,548.53 ft,,,2029000.0,-0.79,James River (VA),jam
854,2037705.0,"JAMES RIVER AT CITY LOCKS AT RICHMOND, VA",37.5251,-77.4208,2080206.0,EST,0,,0000-00-00 00:00:00,2.44,ft,2022-08-14 18:54:00,,,0.44,28.03,2037705.0,Richmond Locks,at,James River (VA),ricv2,River Stage/Flow Location,2037705.0,37.525,77.421111,akq,marfc,va,760.0,Mid Atlantic Region,EST,No,,6.0,8.0,19.0,28.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=akq&gage=ricv2,hgirg,Yes,W,-9999 Feet,Year-round,No,No,Yes,US Geological Survey,Yes,No,,,,NAVD 1988,0.0,0 ft,,,,2042770.0,-45.37,James River (VA),jam
4369,6891080.0,"KANSAS R AT LAWRENCE, KS",38.9733,-95.2321,10270104.0,CST,1520,cfs,2022-08-14 17:45:00,13.63,ft,2022-08-14 17:50:00,,,0.01,0.07,6891080.0,Lawrence,at,Kansas River,lwrk1,River Stage/Flow Location,6891080.0,38.974167,95.235833,top,mbrfc,ks,45.0,Missouri Region,CST,No,799.86 ft,15.0,18.0,20.0,29.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=top&gage=lwrk1,hgirg,Yes,W,-9999 Feet,High Water,No,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NAVD88,799.98,799.98 ft,799.86 ft,,,6892950.0,-0.82,Kansas River,jam
3742,5590520.0,"KASKASKIA RIVER BELOW FICKLIN, IL",39.7917,-88.3678,7140201.0,CST,14.9,cfs,2022-08-14 16:15:00,1.98,ft,2022-08-14 16:15:00,1.2,8.76,0.02,1.02,5590520.0,Ficklin,below,Kaskaskia River,fcki2,River Stage/Flow Location,5590520.0,39.791667,88.367778,ilx,ncrfc,il,41.0,Upper Mississippi Region,CST,No,,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=ilx&gage=fcki2,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,Yes,No,,,,NAVD88,641.87,641.87 ft,,,,5592100.0,-0.3,Kaskaskia River,jam
3751,5592500.0,"KASKASKIA RIVER AT VANDALIA, IL",38.9606,-89.089,7140202.0,CST,1130,cfs,2022-08-14 16:30:00,7.56,ft,2022-08-14 16:30:00,10.0,0.89,0.03,0.4,5592500.0,Vandalia,at,Kaskaskia River,vndi2,River Stage/Flow Location,5592500.0,38.959722,89.088889,lsx,ncrfc,il,51.0,Upper Mississippi Region,CST,No,453.3 ft,16.0,18.0,24.0,26.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=lsx&gage=vndi2,hgirg,Yes,W,-9999 Feet,High Water,No,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NGVD 1929,453.3,452.68 ft,453.3 ft,,,5593000.0,-0.06,Kaskaskia River,jam
6295,12314000.0,KOOTENAI R AT KLOCKMANN RANCH NR BONNERS FERRY ID,48.7938,-116.382,17010104.0,PST,0,,0000-00-00 00:00:00,46.71,ft,2022-08-14 15:30:00,,,0.01,0.02,12314000.0,Klockmann Ranch,at,Kootenai River,krki1,River Stage/Flow Location,12314000.0,48.793889,116.380833,otx,nwrfc,id,21.0,Pacific Northwest Region,PST,No,1700,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=otx&gage=krki1,hgirz,Yes,W,40 Feet,Data Point,No,No,Yes,US Geological Survey,No,No,,,,Topo Division 1928,1700.0,,1700,,,12322000.0,-0.04,Kootenai River,jam
1161,2171635.0,"LK MOULTRIE AT REDIVERSION NR RUSSELLVILLE, SC",33.3989,-79.9975,3050201.0,EST,0,,0000-00-00 00:00:00,74.73,ft,2022-08-14 18:00:00,,,0.94,1.27,2171635.0,Russelville,near,Lake Moultrie,lmis1,River Stage/Flow Location,2171635.0,33.398889,79.9975,chs,serfc,sc,15.0,South Atlantic-Gulf Region,EST,No,,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=chs&gage=lmis1,hpirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,Yes,No,,,,NGVD29,0.0,,,,,2172000.0,-0.01,Lake Moultrie,jam
5183,8072760.0,"Langham Ck at W Little York Rd nr Addicks, TX",29.8672,-95.6466,12040104.0,CST,20.5,cfs,2022-08-14 17:30:00,96.71,ft,2022-08-14 17:30:00,0.5,2.5,0.01,0.01,8072760.0,Addicks,near,Langham Creek,llyt2,River Stage/Flow Location,8072760.0,29.866944,95.646389,hgx,wgrfc,tx,201.0,Texas-Gulf Region,CST,No,,106.0,109.0,110.0,111.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=hgx&gage=llyt2,hgirg,Yes,W,0 Feet,High Water,No,No,No,US Geological Survey,No,No,,,,,0.0,,,,,8073000.0,-0.01,Langham Creek,jam
378,1451000.0,"Lehigh River at Walnutport, PA",40.757,-75.603,2040106.0,EST,562,cfs,2022-08-14 18:30:00,2.2,ft,2022-08-14 18:30:00,233.0,70.82,0.26,13.4,1451000.0,Walnutport,at,Lehigh River,wntp1,River Stage/Flow Location,1451000.0,40.756944,75.603333,phi,marfc,pa,0.0,Mid Atlantic Region,EST,No,350.27 ft,7.5,8.0,12.0,16.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=phi&gage=wntp1,hgirg,Yes,W,0 Feet,Year-round,No,No,Yes,US Geological Survey,Yes,Yes,Yes,No,Yes,NGVD 1929,350.27,,350.27 ft,,,1453000.0,-1.35,Lehigh River,jam
2238,3249505.0,"LICKING RIVER AT HWY 60 AT FARMERS, KY",38.1401,-83.5571,5100101.0,EST,0,,0000-00-00 00:00:00,8.76,ft,2022-08-14 18:15:00,,,0.01,0.11,3249505.0,Farmers,at,Licking River,frmk2,Stage/Flow and Precipitation Location,3249505.0,38.14,83.557222,jkl,ohrfc,ky,205.0,Ohio Region,EST,No,,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=jkl&gage=frmk2,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,Yes,No,,,,NGVD29,646.55,,646.6,,,3250500.0,-0.26,Licking River,jam
3637,5536165.0,"LITTLE CALUMET RIVER AT HIGHLAND, IN",41.5697,-87.461,7120003.0,EST,0,,0000-00-00 00:00:00,7.87,ft,2022-08-14 17:15:00,,,0.02,0.25,5536165.0,Highland (Kennedy Avenue),at,Little Calumet River,hgli3,River Stage/Flow Location,5536165.0,41.5696,87.4609,lot,ncrfc,in,89.0,Great Lakes Region,CST,No,,11.0,15.0,17.0,20.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=lot&gage=hgli3,hgirg,Yes,W,-9999 Feet,No routine,No,No,Yes,US Geological Survey,Yes,No,,,,NAVD88,581.81,581.81,,,,5536191.0,-0.1,Little Calumet River,jam
5708,9385700.0,"LITTLE COLORADO RIVER BELOW SALADO SPRINGS, AZ",34.4506,-109.362,15020002.0,MST,23.8,cfs,2022-08-14 15:15:00,10.41,ft,2022-08-14 15:15:00,17.99,309.64,0.78,8.1,9385700.0,St Johns,near,Little Colorado River,lcsa3,River Stage/Flow Location,9385700.0,34.450593,109.36232,fgz,cbrfc,az,0.0,Lower Colorado Region,MST7,No,,11.0,12.5,15.0,17.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=fgz&gage=lcsa3,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,No,No,,,,NGVD29,5785.0,,,,5785,9397000.0,-0.62,Little Colorado River,jam
5713,9397300.0,"LITTLE COLORADO RIVER NEAR JOSEPH CITY, AZ",34.9011,-110.255,15020008.0,MST,654,cfs,2022-08-14 15:30:00,3.22,ft,2022-08-14 15:30:00,42.0,6.86,0.04,1.26,9397300.0,Joseph City,near,Little Colorado River,lcja3,River Stage/Flow Location,9397300.0,34.901111,110.254722,fgz,cbrfc,az,0.0,Lower Colorado Region,MST7,No,,7.5,9.0,11.0,14.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=fgz&gage=lcja3,hgirg,Yes,W,-9999 Feet,Year-round,No,No,Yes,US Geological Survey,No,No,,,,NGVD29,5031.1,,,,5031.1 ft,9400350.0,-0.16,Little Colorado River,jam
2231,3242050.0,Little Miami River near Spring Valley OH,39.5834,-84.0302,5090202.0,EST,0,,0000-00-00 00:00:00,2.32,ft,2022-08-14 18:00:00,,,0.01,0.43,3242050.0,Spring Valley,near,Little Miami River,llmo1,River Stage/Flow Location,3242050.0,39.583333,84.030278,iln,ohrfc,oh,0.0,Ohio Region,EST,No,729.29 ft,9.0,11.0,14.0,17.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=iln&gage=llmo1,hgirg,Yes,W,-9999 Feet,No routine,No,No,Yes,US Geological Survey,Yes,No,,,,NGVD 1929,729.29,,729.29 ft,,,3245500.0,-0.19,Little Miami River,jam
1665,2392780.0,"LITTLE RIVER AT GA 5, NEAR WOODSTOCK, GA",34.1225,-84.5046,3150104.0,EST,74,cfs,2022-08-14 18:15:00,0.86,ft,2022-08-14 18:15:00,1.2,1.65,0.01,1.18,2392780.0,GA 5 near Woodstock,at,Little River,wodg1,Stage/Flow and Precipitation Location,2392780.0,34.122222,84.504444,ffc,serfc,ga,57.0,South Atlantic-Gulf Region,EST,No,,9.0,11.0,16.0,21.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=wodg1,hgirg,Yes,W,-9999 Feet,Data Point,Yes,No,Yes,US Geological Survey,Yes,No,,,,NAVD88,843.76,,860 ft,,,2399200.0,-0.4,Little River,jam
5255,8104500.0,"Little Rv nr Little River, TX",30.9666,-97.3461,12070204.0,CST,63.7,cfs,2022-08-14 17:15:00,1.16,ft,2022-08-14 17:15:00,1.7,2.74,0.02,1.75,8104500.0,Little River,near,Little River,lrit2,River Stage/Flow Location,8104500.0,30.966389,97.345833,fwd,wgrfc,tx,,Texas-Gulf Region,CST,No,400.11 ft,28.0,30.0,40.0,46.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=fwd&gage=lrit2,hgirg,Yes,W,,High Water,No,No,Yes,US Geological Survey,Yes,Yes,Yes,No,Yes,USGS NAD 1929,400.11,,400.11 ft,,,8106350.0,-0.24,Little River,jam
1425,2318000.0,"LITTLE RIVER NEAR ADEL, GA",31.1556,-83.5436,3110204.0,EST,243,cfs,2022-08-14 18:00:00,4.29,ft,2022-08-14 18:00:00,4.0,1.69,0.02,0.47,2318000.0,Adel (SR 37),near,Little River (SW Georgia),adlg1,River Stage/Flow Location,2318000.0,31.155,83.543611,tae,serfc,ga,75.0,South Atlantic-Gulf Region,EST,No,,187.0,189.0,193.0,195.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=adlg1,hgirg,Yes,W,175.3 Feet,Data Point,No,No,Yes,US Geological Survey,Yes,No,,,,,0.0,173.1,,,0,2318380.0,-0.27,Little River (SW Georgia),jam
5672,9253000.0,"LITTLE SNAKE RIVER NEAR SLATER, CO",40.9994,-107.143,14050003.0,MST,53.9,cfs,2022-08-14 16:45:00,3.46,ft,2022-08-14 16:45:00,6.45,15.73,0.05,1.49,9253000.0,Slater,near,Little Snake River,lsrc2,River Stage/Flow Location,9253000.0,40.99941,107.143388,gjt,cbrfc,co,107.0,Upper Colorado Region,MST,No,6830 ft,8.3,9.5,11.0,12.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=gjt&gage=lsrc2,hgirg,Yes,W,-9999 Feet,Year-round,No,No,No,US Geological Survey,Yes,Yes,Yes,No,Yes,NGVD29,6830.0,,6830 ft,,6831 ft,9260000.0,-1.39,Little Snake River,jam
1056,2134170.0,"LUMBER RIVER AT LUMBERTON, NC",34.6203,-79.0111,3040203.0,EST,122,cfs,2022-08-14 18:45:00,6.9,ft,2022-08-14 18:45:00,1.0,0.83,0.01,0.15,2134170.0,Lumberton West 5th Street,at,Lumber River,lumn7,River Stage/Flow Location,2134170.0,34.62,79.010833,ilm,serfc,nc,0.0,South Atlantic-Gulf Region,EST,No,,11.0,13.0,16.0,17.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=ilm&gage=lumn7,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,Yes,No,,,,NAVD88,97.49,,,,110 ft,2134500.0,-0.48,Lumber River,jam
1050,2131510.0,"LYNCHES RIVER AT I-95, ABOVE OLANTA,SC",34.0382,-79.9861,3040202.0,EST,0,,0000-00-00 00:00:00,7.08,ft,2022-08-14 18:15:00,,,0.01,0.14,2131510.0,I-95,at,Lynches River,lyos1,River Stage/Flow Location,2131510.0,34.038,79.9861,cae,serfc,sc,85.0,South Atlantic-Gulf Region,EST,No,,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=cae&gage=lyos1,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,No,No,,,,NAD83,,,,,,2132000.0,-0.42,Lynches River,jam
6171,11481000.0,MAD R NR ARCATA CA,40.9099,-124.061,18010102.0,PST,70.5,cfs,2022-08-14 15:45:00,5.64,ft,2022-08-14 15:45:00,1.4,2.03,0.01,0.18,11481000.0,Arcata,near,Mad River,arcc1,River Stage/Flow Location,11481000.0,40.91,124.059444,eka,cnrfc,ca,23.0,California Region,PST,No,12.79 ft,15.0,22.0,24.0,28.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=eka&gage=arcc1,hgirg,Yes,W,-9999 Feet,Year-round,No,No,Yes,US Geological Survey,Yes,Yes,Yes,No,Yes,NGVD 1929,12.79,,12.79 ft,,,12452890.0,-0.42,Mad River,jam
303,1408000.0,Manasquan River at Squankum NJ,40.1614,-74.1547,2040301.0,EST,19.3,cfs,2022-08-14 18:30:00,2.45,ft,2022-08-14 18:30:00,0.8,4.32,0.01,0.41,1408000.0,Squankum,at,Manasquan River,samn4,River Stage/Flow Location,1408000.0,40.161389,74.154722,phi,marfc,nj,25.0,Mid Atlantic Region,EST,No,18.82,7.0,8.5,10.0,11.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=phi&gage=samn4,hgirg,Yes,W,-9999 Feet,Data Point,Yes,No,Yes,US Geological Survey,Yes,No,,,,,18.82,,18.82,,,1408029.0,-0.14,Manasquan River,jam
